release_year,FilmID,Title,Mood,Theme,NarrativeStyle,EmotionalTone,Description
2021,98,Back to the Outback,neutral,neutral,neutral,"Animation, Family, Adventure, Comedy","Tired of being locked in a reptile house where humans gawk at them like they are monsters, a ragtag group of Australia’s deadliest creatures plot an escape from their zoo to the Outback, a place where they’ll fit in without being judged. Genre: Animation, Family, Adventure, Comedy"
2021,99,The Tomorrow War,"uplifting, heroic",family,"action, drama","Action, Science Fiction, Adventure","The world is stunned when a group of time travelers arrive from the year 2051 to deliver an urgent message: Thirty years in the future, mankind is losing a global war against a deadly alien species. The only hope for survival is for soldiers and civilians from the present to be transported to the future and join the fight. Among those recruited is high school teacher and family man Dan Forester. Determined to save the world for his young daughter, Dan teams up with a brilliant scientist and his estranged father in a desperate quest to rewrite the fate of the planet. Genre: Action, Science Fiction, Adventure"
2022,100,Home Team,heroic,neutral,neutral,"Family, Comedy","Two years after a Super Bowl win when NFL head coach Sean Payton is suspended, he goes back to his hometown and finds himself reconnecting with his 12-year-old son by coaching his Pop Warner football team. Genre: Family, Comedy"
2021,101,The Fallout,neutral,neutral,neutral,Drama,"In the wake of a school tragedy, Vada, Mia and Quinton form a unique and dynamic bond as they navigate the never linear, often confusing journey to heal in a world that feels forever changed. Genre: Drama"
2021,102,Raya and the Last Dragon,neutral,neutral,neutral,"Family, Fantasy, Animation, Action, Adventure","Long ago, in the fantasy world of Kumandra, humans and dragons lived together in harmony. But when an evil force threatened the land, the dragons sacrificed themselves to save humanity. Now, 500 years later, that same evil has returned and it’s up to a lone warrior, Raya, to track down the legendary last dragon to restore the fractured land and its divided people. Genre: Family, Fantasy, Animation, Action, Adventure"
2021,103,Infinite,neutral,neutral,neutral,"Science Fiction, Action, Thriller","Evan McCauley has skills he never learned and memories of places he has never visited. Self-medicated and on the brink of a mental breakdown, a secret group that call themselves “Infinites” come to his rescue, revealing that his memories are real. Genre: Science Fiction, Action, Thriller"
2021,104,Wrath of Man,neutral,neutral,neutral,"Action, Crime, Thriller","A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon, the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score. Genre: Action, Crime, Thriller"
2021,105,Fortress,neutral,neutral,neutral,"Crime, Action, Thriller","The story revolves around a top-secret resort for retired U.S. intelligence officers. A group of criminals led by Balzary breach the compound, hellbent on revenge on Robert, forcing the retired officer and his son to save the day. Genre: Crime, Action, Thriller"
2021,106,Space Jam: A New Legacy,neutral,neutral,drama,"Family, Animation, Comedy, Science Fiction","When LeBron and his young son Dom are trapped in a digital space by a rogue A.I., LeBron must get them home safe by leading Bugs, Lola Bunny and the whole gang of notoriously undisciplined Looney Tunes to victory over the A.I.'s digitized champions on the court. It's Tunes versus Goons in the highest-stakes challenge of his life. Genre: Family, Animation, Comedy, Science Fiction"
2022,107,Laura y el misterio del asesino inesperado,dark,crime,neutral,"TV Movie, Mystery, Thriller, Comedy","After years of leave, Laura Lebrel returns to action. Lydia asks him for help on a case: Eugenio Ortiz, Laura's former instructor, has been murdered. But a new detective, Hector, finds evidence that incriminates Laura. She asks to be allowed to find the killer and Lydia gives her 24 hours to solve the case before arresting her. Genre: TV Movie, Mystery, Thriller, Comedy"
2021,108,The Conjuring: The Devil Made Me Do It,"dark, heroic",neutral,action,"Horror, Mystery, Thriller","Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense. Genre: Horror, Mystery, Thriller"
2005,109,Batman Begins,dark,crime,drama,"Action, Crime, Drama","Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman. Genre: Action, Crime, Drama"
2022,110,The Royal Treatment,neutral,neutral,neutral,"Romance, Comedy","Isabella runs her own salon and isn’t afraid to speak her mind, while Prince Thomas runs his own country and is about to marry for duty rather than love. When Izzy and her fellow stylists get the opportunity of a lifetime to do the hair for the royal wedding, she and Prince Thomas learn that taking control of their own destiny requires following their hearts. Genre: Romance, Comedy"
2021,111,Ciao Alberto,neutral,neutral,drama,"Animation, Comedy, Family, Fantasy","With his best friend Luca away at school, Alberto is enjoying his new life in Portorosso working alongside Massimo – the imposing, tattooed, one-armed fisherman of few words – who's quite possibly the coolest human in the entire world as far as Alberto is concerned. He wants more than anything to impress his mentor, but it's easier said than done. Genre: Animation, Comedy, Family, Fantasy"
2021,112,Gone Mom: The Disappearance of Jennifer Dulos,neutral,neutral,neutral,"TV Movie, Thriller, Crime","Jennifer Dulos, the wealthy, Connecticut mother-of-five who mysteriously vanished. Genre: TV Movie, Thriller, Crime"
2021,113,Ripper Untold,neutral,neutral,neutral,Horror,A detective and a medical examiner join forces to solve a series of horrific murders in Victorian London - but one of them harbors a deadly secret. Genre: Horror
2021,114,Meander,neutral,neutral,neutral,"Horror, Science Fiction, Drama, Thriller","After getting a car ride from an unknown man, Lisa wakes up in a tube. On her arm is strapped a bracelet with a countdown. She quickly understands that every 8 minutes, fire burns an occupied section. She has no choice but to crawl into safe sections to survive. To know why she’s there and how to get out, Lisa will have to face the memories of her dead daughter… Genre: Horror, Science Fiction, Drama, Thriller"
2021,115,Zeros and Ones,neutral,neutral,neutral,"Thriller, War","Called to Rome to stop an imminent terrorist bombing, a soldier desperately seeks news of his imprisoned brother — a rebel with knowledge that could thwart the attack. Navigating the capital's darkened streets, he races to a series of ominous encounters to keep the Vatican from being blown to bits. Genre: Thriller, War"
2021,116,Snake Eyes: G.I. Joe Origins,neutral,neutral,drama,"Action, Adventure","After saving the life of their heir apparent, tenacious loner Snake Eyes is welcomed into an ancient Japanese clan called the Arashikage where he is taught the ways of the ninja warrior. But, when secrets from his past are revealed, Snake Eyes' honor and allegiance will be tested – even if that means losing the trust of those closest to him. Genre: Action, Adventure"
2021,117,Survive the Game,neutral,neutral,neutral,"Action, Thriller, Crime","When cop David is injured in a drug bust gone wrong, his partner Cal chases the two criminals who shot him. They all land at a remote farm owned by troubled vet Eric, and as Cal and Eric plot their defense, more of the gang arrives - along with a wounded David. Outnumbered, the three heroes must use stealth, smarts, and good shooting to take down the drug-dealing mob. Genre: Action, Thriller, Crime"
2021,118,Riverdance: The Animated Adventure,neutral,neutral,drama,"Animation, Fantasy, Music, Adventure, Comedy, Family","A young Irish boy named Keegan and Spanish girl named Moya journey into a magical world of the Megaloceros Giganteus who teach them to appreciate Riverdance as a celebration of life. Based on the stage show phenomenon of the same name and featuring Bill Whelan’s multi-platinum Grammy Award-winning music. Genre: Animation, Fantasy, Music, Adventure, Comedy, Family"
2021,119,Apex,dark,neutral,drama,"Action, Thriller, Science Fiction","Ex-cop Thomas Malone is serving a life sentence for a crime he didn’t commit. He is offered a chance at freedom if he can survive a deadly game of Apex, in which six hunters pay for the pleasure of hunting another human on a remote island. He accepts, and once he arrives, all hell breaks loose. Genre: Action, Thriller, Science Fiction"
